,Fall,Major Name,Male,Female
4174,2001,Media Studies,24,27
4175,2001,Microbiology,23,26
4176,2001,Molecular & Integrative Physi,25,15
4177,2001,Music,64,73
4178,2001,Music Education,93,142
4179,2001,Music History,1,8
4180,2001,NRES-BIOL SCI,54,50
4181,2001,NRES-ENV S W,7,4
4182,2001,NRES-F & W CONS,17,9
4183,2001,NRES-SOC SCI,36,43
4184,2001,Natural Resrcs & Environ Sci,74,59
4185,2001,Neuroscience,27,15
4186,2001,News-Editorial,37,83
4187,2001,Nondegree,14,8
4188,2001,Nuclear Engineering,71,11
4189,2001,Nutritional Sciences,10,24
4190,2001,ORN HORT,0,1
4191,2001,PARK & NR MGMT,3,1
4192,2001,PERFORM ST,10,26
4193,2001,PLANT PATH,0,1
4194,2001,PRE-JOURN,138,374
4195,2001,PRE-MED,95,145
4196,2001,Philosophy,32,5
4197,2001,Physics,267,40
4198,2001,Plant Biology,14,13
4199,2001,Political Science,23,13
4200,2001,Portuguese,1,1
4201,2001,Professional Pilot,71,6
4202,2001,Psychology,63,89
4203,2001,REES,4,3
4204,2001,"Recreation, Sport, and Tourism ",93,46
4205,2001,Regional Planning,12,11
4206,2001,Rehabilitation,2,7
4207,2001,STATS-ECON,1,0
4208,2001,Secondary & Continuing Educ,21,16
4209,2001,Slavic Languages & Literature,5,2
4210,2001,Social Work,39,214
4211,2001,Sociology,20,28
4212,2001,Spanish,19,34
4213,2001,Special Education,15,115
4214,2001,Speech & Hearing Science,7,241
4215,2001,Speech Communication,20,24
4216,2001,Statistics,7,14
4217,2001,TCH ENGL,0,1
4218,2001,TRANSITION,86,127
4219,2001,Teaching of Biological Science,0,2
4220,2001,Teaching of Chemistry,1,4
4221,2001,Teaching of Earth Science,3,0
4222,2001,Teaching of English Sec Lang,20,44
4223,2001,Teaching of French,0,10
4224,2001,Teaching of Latin,0,1
4225,2001,Teaching of Mathematics,0,1
4226,2001,Teaching of Spanish,4,22
4227,2001,Technical Systems Management,80,6
4228,2001,Theatre,68,72
4229,2001,Theoretical & Applied Mechans,46,4
4230,2001,UG NON-DEG,0,1
4231,2001,UNASSIGNED,286,232
4232,2001,UNCLASS,96,114
4233,2001,UNCM FR&SO,100,94
4234,2001,Urban Planning,79,69
4235,2001,VMS - Veterinary Biosciences,8,8
4236,2001,VMS - Veterinary Pathobiology,25,20
4237,2001,VMS-Veterinary Clinical Medcne,14,19
4238,2001,Veterinary Medicine,94,313
4239,2002,Accountancy,573,566
4240,2002,Actuarial Science,9,12
4241,2002,Advertising,73,238
4242,2002,Aero & Astro Engineering,349,79
4243,2002,African American Studies,2,6
4244,2002,Agr & Consumer Economics,243,109
4245,2002,Agr & Environmental Cmc & Educ,52,102
4246,2002,Agr Engineering & Agr Science,40,3
4247,2002,Agricultural & Applied Econ,2,2
4248,2002,Agricultural Education,0,2
4249,2002,Agricultural Engineering,74,21
4250,2002,Animal Sciences,166,429
4251,2002,Anthropology,24,39
4252,2002,Applied Mathematics,10,3
4253,2002,Architectural Studies,305,208
4254,2002,Architecture,135,77
4255,2002,Art Education,14,84
4256,2002,Art History,8,41
4257,2002,Art and Design,102,195
4258,2002,Asian Studies,5,8
4259,2002,Astronomy,19,10
4260,2002,Atmospheric Sciences,23,14
4261,2002,Aviation Human Factors,171,17
4262,2002,BIOCH,82,77
4263,2002,BUS EDUC,0,1
4264,2002,Biochemistry,49,31
4265,2002,Biology,312,450
4266,2002,Biophysics & Computnl Biology,40,14
4267,2002,Broadcast Journalism,22,53
4268,2002,Business Administration,741,550
4269,2002,CBA NON-DEGREE,31,22
4270,2002,CELL & STR BIOL,33,26
4271,2002,CFTM-CNSMR&TXTL,2,51
4272,2002,CFTM-MKT&PRICE,2,1
4273,2002,"CMDTY,FD,TXTL M",9,70
4274,2002,Chemical Engineering,282,115
4275,2002,Chemical Physics,2,2
4276,2002,Chemistry,237,133
4277,2002,Civil Engineering,626,167
4278,2002,Classical Philology,4,2
4279,2002,Classics,1,3
4280,2002,Communication,22,27
4281,2002,Community Health,26,59
4282,2002,Comparative Literature,3,25
4283,2002,Computer Engineering,738,87
4284,2002,Computer Science,1170,178
4285,2002,Crafts,7,24
4286,2002,Creative Writing,9,5
4287,2002,Crop Sciences,92,61
4288,2002,Dance,7,61
4289,2002,E Asian Languages & Cultures,8,18
4290,2002,ED POL ST,32,64
4291,2002,ED SEC&CON,37,82
4292,2002,EDUC ELEMENTARY,15,92
4293,2002,EDUC GEN,28,252
4294,2002,ENGR MECH,40,14
4295,2002,ENGR NONDEGREE,48,9
4296,2002,ENGR PHYS,76,14
4297,2002,ENV ENGR,36,24
4298,2002,ENV SCI,7,3
4299,2002,Early Childhood Education,5,55
4300,2002,Economics,159,65
4301,2002,Ed Organization and Leadership,52,74
4302,2002,Educ Voc Tech,41,63
4303,2002,Educational Psychology,41,73
4304,2002,Electrical Engineering,1088,210
4305,2002,Elementary Education,33,300
4306,2002,English,50,79
4307,2002,Entomology,24,12
4308,2002,Executive MBA Program,33,15
4309,2002,Finance,673,343
4310,2002,Food Science & Human Nutrition,95,281
4311,2002,Forestry,20,3
4312,2002,French,6,24
4313,2002,GEN CURR,964,1111
4314,2002,GEN ENGR,414,124
4315,2002,Geography,13,17
4316,2002,Geology,27,18
4317,2002,German,10,11
4318,2002,Graphic Design,31,59
4319,2002,HDFS-CH&AD DEV,5,128
4320,2002,HDFS-FS,8,61
4321,2002,HLTH EDUC,5,59
4322,2002,HLTH PL AD,38,134
4323,2002,HORT -- P&M,25,40
4324,2002,HORT--HORT SCI,4,3
4325,2002,HR & IND RELS,63,103
4326,2002,HU DEV&FAM,0,2
4327,2002,History,59,42
4328,2002,Horticulture,2,1
4329,2002,Human & Community Development,5,23
4330,2002,INT'L MSBA,24,19
4331,2002,IRCE-CONS EC&F,48,41
4332,2002,IRCE-E&NR MGMT,4,2
4333,2002,IRCE-INDCURRIC,5,5
4334,2002,"IRCE-POL,TRD,DV",22,11
4335,2002,Industrial Design,39,36
4336,2002,Industrial Engineering,76,32
4337,2002,Italian,1,3
4338,2002,Journalism,6,24
4339,2002,Kinesiology,208,308
4340,2002,LAB&IN REL,0,1
4341,2002,LATIN AMER ST,4,4
4342,2002,Landscape Architecture,85,69
4343,2002,Law,390,296
4344,2002,Leisure Studies,129,66
4345,2002,Library & Information Science,88,249
4346,2002,Linguistics,24,43
4347,2002,MATSCI&ENG,141,50
4348,2002,MCS INTERNET,1,0
4349,2002,MSPH IN C HLTH,0,5
4350,2002,MUS-VOICE,3,22
4351,2002,MUSIC(AMS),46,62
4352,2002,MUSIC-COMP,15,2
4353,2002,MUSIC-INST,51,35
4354,2002,MUSIC-OPEN,2,3
4355,2002,Materials Science & Engr,106,36
4356,2002,Mathematics,137,38
4357,2002,Mechanical Engineering,802,86
4358,2002,Media Studies,30,49
4359,2002,Microbiology,25,27
4360,2002,Molecular & Integrative Physi,23,12
4361,2002,Molecular and Cellular Biology,4,1
4362,2002,Music,60,81
4363,2002,Music Education,95,153
4364,2002,Music History,0,5
4365,2002,NRES-BIOL SCI,48,35
4366,2002,NRES-ENV S W,15,12
4367,2002,NRES-F & W CONS,28,13
4368,2002,NRES-SOC SCI,28,37
4369,2002,Natural Res & Env Sciences,2,1
4370,2002,Natural Resrcs & Environ Sci,78,65
4371,2002,Neuroscience,27,19
4372,2002,News-Editorial,35,81
4373,2002,Nondegree,13,8
4374,2002,Nuclear Engineering,77,20
4375,2002,Nutritional Sciences,8,27
4376,2002,PARK & NR MGMT,2,3
4377,2002,PERFORM ST,11,19
4378,2002,PRE-JOURN,151,393
4379,2002,PRE-MED,91,122
4380,2002,Philosophy,31,6
4381,2002,Physics,268,42
4382,2002,Plant Biology,11,17
4383,2002,Political Science,24,16
4384,2002,Portuguese,1,2
4385,2002,Professional Pilot,59,7
4386,2002,Psychology,62,112
4387,2002,REES,3,4
4388,2002,REHAB STUDIES,1,3
4389,2002,"Recreation, Sport, and Tourism ",139,69
4390,2002,Regional Planning,11,9
4391,2002,Rehabilitation,4,7
4392,2002,Secondary & Continuing Educ,13,17
4393,2002,Slavic Languages & Literature,4,2
4394,2002,Social Work,41,244
4395,2002,Sociology,22,25
4396,2002,Spanish,23,41
4397,2002,Special Education,15,116
4398,2002,Speech & Hearing Science,13,267
4399,2002,Speech Communication,23,31
4400,2002,Statistics,9,18
4401,2002,TRANSITION,78,128
4402,2002,Teaching of Biological Science,0,3
4403,2002,Teaching of Chemistry,3,9
4404,2002,Teaching of English Sec Lang,11,42
4405,2002,Teaching of French,0,4
4406,2002,Teaching of Latin,2,1
4407,2002,Teaching of Mathematics,0,1
4408,2002,Teaching of Physics,0,1
4409,2002,Teaching of Spanish,2,24
4410,2002,Technical Systems Management,84,5
4411,2002,Theatre,72,88
4412,2002,Theoretical & Applied Mechans,54,6
4413,2002,UG NON-DEG,0,1
4414,2002,UNASSIGNED,266,189
4415,2002,UNCLASS,79,123
4416,2002,UNCM FR&SO,89,91
4417,2002,Urban Planning,98,64
4418,2002,VMS - Veterinary Biosciences,8,7
4419,2002,VMS - Veterinary Pathobiology,17,21
4420,2002,VMS-Veterinary Clinical Medcne,16,14
4421,2002,Veterinary Medicine,97,308
4422,2003,Accountancy,630,601
4423,2003,Actuarial Science,5,14
4424,2003,Advertising,79,234
4425,2003,Aero & Astro Engineering,343,74
4426,2003,African American Studies,3,2
4427,2003,Agr & Consumer Economics,244,116
4428,2003,Agr & Environmental Cmc & Educ,46,90
4429,2003,Agr Engineering & Agr Science,36,4
4430,2003,Agricultural & Applied Econ,1,0
4431,2003,Agricultural Engineering,79,16
4432,2003,Animal Sciences,158,413
4433,2003,Anthropology,24,44
4434,2003,Applied Mathematics,11,3
4435,2003,Architectural Studies,300,229
4436,2003,Architecture,147,80
4437,2003,Art Education,16,82
4438,2003,Art History,8,48
4439,2003,Art and Design,352,199
4440,2003,Asian Studies,3,5
4441,2003,Astronomy,16,10
4442,2003,Atmospheric Sciences,26,15
4443,2003,Aviation Human Factors,162,13
4444,2003,BIOCH,78,91
4445,2003,BUS EDUC,0,1
4446,2003,BUS NON-DEGREE,25,21
4447,2003,Biochemistry,47,34
4448,2003,Biology,366,474
4449,2003,Biophysics & Computnl Biology,47,20
4450,2003,Broadcast Journalism,22,41
4451,2003,Business Administration,630,522
4452,2003,CELL & STR BIOL,38,30
4453,2003,CFTM-CNSMR&TXTL,1,14
4454,2003,CHEM E NUS,4,1
4455,2003,CTM-CNSMR&TXTL,10,109
4456,2003,Chemical Engineering,294,119
4457,2003,Chemical Physics,4,2
4458,2003,Chemistry,244,147
4459,2003,Civil Engineering,626,169
4460,2003,Classical Philology,6,2
4461,2003,Classics,1,2
4462,2003,Communication,23,31
4463,2003,Community Health,26,75
4464,2003,Comparative Literature,5,19
4465,2003,Computer Engineering,683,73
4466,2003,Computer Science,1088,169
4467,2003,Crafts,9,23
4468,2003,Creative Writing,12,11
4469,2003,Crop Sciences,94,51
4470,2003,Dance,8,56
4471,2003,E Asian Languages & Cultures,7,16
4472,2003,ED POL ST,38,74
4473,2003,ED SEC&CON,31,70
4474,2003,EDUC ELEMENTARY,12,76
4475,2003,EDUC GEN,24,268
4476,2003,ENGR MECH,55,10
4477,2003,ENGR NONDEGREE,65,13
4478,2003,ENGR PHYS,79,12
4479,2003,ENV ENGR,41,29
4480,2003,ENV SCI,6,4
4481,2003,Early Childhood Education,3,60
4482,2003,Economics,160,63
4483,2003,Ed Organization and Leadership,75,90
4484,2003,Educ Voc Tech,37,49
4485,2003,Educational Psychology,46,90
4486,2003,Electrical Engineering,1203,220
4487,2003,Elementary Education,32,277
4488,2003,English,52,76
4489,2003,Entomology,22,16
4490,2003,Executive MBA Program,35,10
4491,2003,Finance,640,285
4492,2003,Food Science & Human Nutrition,109,282
4493,2003,Forestry,13,1
4494,2003,French,4,24
4495,2003,GEN CURR,1052,1038
4496,2003,GEN ENGR,468,133
4497,2003,Geography,20,20
4498,2003,Geology,28,18
4499,2003,German,7,12
4500,2003,Graphic Design,22,59
4501,2003,HDFS-CH&AD DEV,8,130
4502,2003,HDFS-FS,5,51
4503,2003,HLTH EDUC,6,64
4504,2003,HLTH PL AD,46,132
4505,2003,HORT -- P&M,30,24
4506,2003,HORT--HORT SCI,2,3
4507,2003,HR & IND RELS,54,108
4508,2003,History,56,43
4509,2003,Horticulture,4,1
4510,2003,Human & Community Development,3,23
4511,2003,INT'L MSBA,32,13
4512,2003,IRCE-CONS EC&F,54,33
4513,2003,IRCE-E&NR MGMT,2,0
4514,2003,IRCE-INDCURRIC,6,3
4515,2003,"IRCE-POL,TRD,DV",21,16
4516,2003,Industrial Design,31,44
4517,2003,Industrial Engineering,62,29
4518,2003,Italian,1,2
4519,2003,Journalism,8,21
4520,2003,Kinesiology,201,343
4521,2003,LATIN AMER ST,1,2
4522,2003,Landscape Architecture,77,76
4523,2003,Law,382,312
4524,2003,Leisure Studies,109,88
4525,2003,Library & Information Science,100,215
4526,2003,Linguistics,25,46
4527,2003,MATSCI&ENG,159,56
4528,2003,MSPH IN C HLTH,0,5
4529,2003,MUS-VOICE,5,24
4530,2003,MUSIC(AMS),52,64
4531,2003,MUSIC-COMP,12,1
4532,2003,MUSIC-INST,56,48
4533,2003,MUSIC-OPEN,6,1
4534,2003,Materials Science & Engr,108,50
4535,2003,Mathematics,130,35
4536,2003,Mechanical Engineering,845,109
4537,2003,Media Studies,30,64
4538,2003,Microbiology,23,37
4539,2003,Molecular & Integrative Physi,26,14
4540,2003,Molecular and Cellular Biology,13,9
4541,2003,Music,60,88
4542,2003,Music Education,84,136
4543,2003,Music History,1,6
4544,2003,NRES-BIOL SCI,33,22
4545,2003,NRES-ENV S W,6,8
4546,2003,NRES-F & W CONS,22,13
4547,2003,NRES-SOC SCI,18,21
4548,2003,Natural Res & Env Sciences,42,25
4549,2003,Natural Resrcs & Environ Sci,81,56
4550,2003,Neuroscience,32,21
4551,2003,News-Editorial,36,74
4552,2003,Nondegree,12,10
4553,2003,Nuclear Engineering,103,23
4554,2003,Nutritional Sciences,9,35
4555,2003,PARK & NR MGMT,6,2
4556,2003,PERFORM ST,8,17
4557,2003,PRE-JOURN,171,422
4558,2003,PRE-MED,129,174
4559,2003,Philosophy,33,6
4560,2003,Physics,298,52
4561,2003,Plant Biology,11,11
4562,2003,Political Science,28,16
4563,2003,Portuguese,1,2
4564,2003,Professional Pilot,65,8
4565,2003,Psychology,69,124
4566,2003,REES,2,5
4567,2003,REHAB STUDIES,4,19
4568,2003,"Recreation, Sport, and Tourism ",131,56
4569,2003,Regional Planning,21,11
4570,2003,Rehabilitation,1,5
4571,2003,Secondary & Continuing Educ,12,18
4572,2003,Slavic Languages & Literature,3,1
4573,2003,Social Work,32,267
4574,2003,Sociology,23,24
4575,2003,Spanish,22,36
4576,2003,Special Education,16,118
4577,2003,Speech & Hearing Science,15,270
4578,2003,Speech Communication,19,35
4579,2003,Statistics,10,17
4580,2003,Systems & Entrepreneurial Engr,10,2
4581,2003,TRANSITION,83,123
4582,2003,Teaching of Biological Science,0,4
4583,2003,Teaching of Chemistry,3,8
4584,2003,Teaching of English Sec Lang,12,48
4585,2003,Teaching of French,0,5
4586,2003,Teaching of Latin,3,2
4587,2003,Teaching of Mathematics,0,3
4588,2003,Teaching of Physics,0,1
4589,2003,Teaching of Spanish,4,20
4590,2003,Technical Systems Management,81,7
4591,2003,Theatre,84,86
4592,2003,Theoretical & Applied Mechans,59,7
4593,2003,UG NON-DEG,0,1
4594,2003,UNASSIGNED,260,172
4595,2003,UNCLASS,74,97
4596,2003,UNCM FR&SO,92,104
4597,2003,Urban Planning,99,73
4598,2003,VMS - Veterinary Biosciences,8,10
4599,2003,VMS - Veterinary Pathobiology,17,19
4600,2003,VMS-Veterinary Clinical Medcne,20,16
4601,2003,Veterinary Medicine,89,314
4602,2003,XMURAL,2,0
4603,2004,Accountancy,641,559
4604,2004,Actuarial Science,152,80
4605,2004,Advertising,61,206
4606,2004,Aero & Astro Engineering,359,73
4607,2004,African Studies,4,6
4608,2004,Agr & Consumer Economics,50,35
4609,2004,Agr & Environmental Cmc & Educ,37,75
4610,2004,Agr Engineering & Agr Science,39,6
4611,2004,"Agribusiness, Farm & Financial ",197,87
4612,2004,Agricultural Economics,1,0
4613,2004,Agricultural Education,0,10
4614,2004,Agricultural Engineering,77,17
4615,2004,Animal Sciences,161,433
4616,2004,Anthropology,60,131
4617,2004,Applied Mathematics,17,16
4618,2004,Architectural Studies,308,238
4619,2004,Architecture,125,77
4620,2004,Art Education,18,88
4621,2004,Art History,3,22
4622,2004,Art and Design,23,22
4623,2004,Asian Studies,2,8
4624,2004,Astronomy,36,34
4625,2004,Atmospheric Sciences,28,13
4626,2004,Audiology,0,5
4627,2004,Aviation Human Factors,177,12
4628,2004,Biochemistry,162,166
4629,2004,Bioengineering,28,10
4630,2004,Biology,528,679
4631,2004,Biophysics,1,0
4632,2004,Biophysics & Computnl Biology,49,22
4633,2004,Broadcast Journalism,27,41
4634,2004,Business Administration,434,426
4635,2004,Business Administration (MBA),225,80
4636,2004,Cell and Structural Biology,50,40
4637,2004,Chemical Engineering,282,135
4638,2004,Chemical Physics,5,1
4639,2004,Chemistry,387,307
4640,2004,Civil Engineering,599,158
4641,2004,Classical Philology,5,2
4642,2004,Classics,14,21
4643,2004,Communications,24,26
4644,2004,Community Health,77,298
4645,2004,Comparative Literature,14,34
4646,2004,Computer Engineering,588,48
4647,2004,Computer Science,1053,137
4648,2004,Consumer and Textile Marketing,3,96
4649,2004,Crafts,9,21
4650,2004,Creative Writing,14,13
4651,2004,Crop Sciences,105,48
4652,2004,Curric Unassigned,241,144
4653,2004,Dance,10,61
4654,2004,E Asian Languages & Cultures,22,34
4655,2004,Early Childhood Education,3,65
4656,2004,"Ecology, Ethology, & Evolution ",1,2
4657,2004,Economics,571,201
4658,2004,Ed Organization and Leadership,53,95
4659,2004,Educ Voc Tech,33,58
4660,2004,Education General,29,266
4661,2004,Educational Policy Studies,45,87
4662,2004,Educational Psychology,40,91
4663,2004,Electrical Engineering,1243,201
4664,2004,Elementary Education,39,366
4665,2004,Engineering Mechanics,58,14
4666,2004,Engineering Physics,85,17
4667,2004,English,336,683
4668,2004,Entomology,17,15
4669,2004,Environ Engr in Civil Engr,44,30
4670,2004,Environ Science in Civil Engr,8,6
4671,2004,Executive MBA Program,1,0
4672,2004,Finance,749,361
4673,2004,Food Science & Human Nutrition,95,318
4674,2004,Forestry,4,1
4675,2004,French,22,73
4676,2004,General Curriculum,1594,2086
4677,2004,General Engineering,487,121
4678,2004,Geography,48,27
4679,2004,Geology,49,29
4680,2004,German,8,11
4681,2004,Germanic Lang & Lit,7,9
4682,2004,Graphic Design,29,59
4683,2004,History,422,249
4684,2004,History of Art,8,51
4685,2004,Horticulture,50,24
4686,2004,Human & Community Development,4,22
4687,2004,Human Development & Family St,10,183
4688,2004,Human Factors,2,2
4689,2004,Human Res & Industrial Rels,56,93
4690,2004,Humanities,6,10
4691,2004,Individual Plans of Study,0,4
4692,2004,Industrial Design,43,42
4693,2004,Industrial Engineering,59,33
4694,2004,Instrumental Music,55,57
4695,2004,Integrative Biology,82,106
4696,2004,Interdisciplinary,12,14
4697,2004,International Studies,93,162
4698,2004,"Intl, Resource, Consumer Econ ",114,62
4699,2004,Italian,2,8
4700,2004,Journalism,9,24
4701,2004,Kinesiology,215,382
4702,2004,Landscape Architecture,82,84
4703,2004,Latin American Studies,7,8
4704,2004,Law,406,300
4705,2004,Leisure Studies,254,150
4706,2004,Library & Information Science,79,188
4707,2004,Linguistics,37,60
4708,2004,Materials Science & Engr,300,108
4709,2004,Math & Computer Science,138,20
4710,2004,Mathematics,402,222
4711,2004,Mechanical Engineering,899,115
4712,2004,Media Studies,26,75
4713,2004,Microbiology,31,46
4714,2004,Molecular & Integrative Physi,27,16
4715,2004,Molecular and Cellular Biology,293,397
4716,2004,Molecular&Cell Bio-undeclared,7,5
4717,2004,Music,116,153
4718,2004,Music Composition,11,1
4719,2004,Music Education,82,126
4720,2004,Music History,1,3
4721,2004,Musicology,12,7
4722,2004,Natural Res & Env Sciences,61,54
4723,2004,Natural Resrcs & Environ Sci,114,88
4724,2004,Neuroscience,30,31
4725,2004,News-Editorial,47,81
4726,2004,Nondegree,163,147
4727,2004,Nondegree-CE,18,45
4728,2004,Nuclear Engineering,128,27
4729,2004,Nutritional Sciences,11,44
4730,2004,Open Studies,8,2
4731,2004,Painting,20,28
4732,2004,Philosophy,106,31
4733,2004,Photography,5,16
4734,2004,Physics,404,85
4735,2004,Plant Biology,9,10
4736,2004,Political Science,558,380
4737,2004,Portuguese,1,1
4738,2004,Professional Pilot,57,8
4739,2004,Psychology,373,988
4740,2004,Regional Planning,16,9
4741,2004,Rehabilitation,0,6
4742,2004,Religious Studies,11,10
4743,2004,Rhetoric,72,66
4744,2004,Russian & E European Studies,5,6
4745,2004,Russian Lang & Literature,2,1
4746,2004,Sculpture,8,9
4747,2004,Secondary & Continuing Educ,46,76
4748,2004,Slavic Languages & Literature,1,1
4749,2004,Social Work,30,267
4750,2004,Sociology,114,227
4751,2004,Spanish,92,201
4752,2004,Special Education,16,134
4753,2004,Speech & Hearing Science,13,278
4754,2004,Speech Communication,199,264
4755,2004,Statistics,35,29
4756,2004,Statistics & Computer Science,12,3
4757,2004,Systems & Entrepreneurial Engr,20,3
4758,2004,Teaching of Biological Science,0,2
4759,2004,Teaching of Chemistry,2,6
4760,2004,Teaching of English Sec Lang,13,43
4761,2004,Teaching of French,1,5
4762,2004,Teaching of German,0,1
4763,2004,Teaching of Latin,3,1
4764,2004,Teaching of Mathematics,1,0
4765,2004,Teaching of Spanish,4,22
4766,2004,Theatre,97,105
4767,2004,Theoretical & Applied Mechans,61,8
4768,2004,Urban Planning,89,85
4769,2004,VMS - Veterinary Biosciences,5,11
4770,2004,VMS - Veterinary Pathobiology,10,17
4771,2004,VMS-Veterinary Clinical Medcne,18,11
4772,2004,Veterinary Medicine,89,308
4773,2004,Voice,5,21
4774,2005,Accountancy,687,572
4775,2005,Actuarial Science,167,82
4776,2005,Advertising,67,196
4777,2005,Aero & Astro Engineering,42,6
4778,2005,Aerospace Engineering,326,55
4779,2005,African Studies,4,7
4780,2005,Agr & Consumer Economics,49,34
4781,2005,Agr & Environmental Cmc & Educ,30,73
4782,2005,Agr Engineering & Agr Science,34,3
4783,2005,"Agribusiness, Farm & Financial ",232,83
4784,2005,Agricultural Economics,1,0
4785,2005,Agricultural Education,1,6
4786,2005,Agricultural Engineering,77,16
4787,2005,Animal Sciences,163,435
4788,2005,Anthropology,72,135
4789,2005,Applied Mathematics,15,20
4790,2005,Architectural Studies,308,226
4791,2005,Architecture,114,88
4792,2005,Art Education,17,89
4793,2005,Art History,3,28
4794,2005,Art and Design,25,23
4795,2005,Asian Studies,4,9
4796,2005,Astronomy,43,29
4797,2005,Atmospheric Sciences,26,11
4798,2005,Audiology,0,4
4799,2005,Aviation Human Factors,168,15
4800,2005,Biochemistry,202,174
4801,2005,Bioengineering,41,20
4802,2005,Biology,495,573
4803,2005,Biophysics & Computnl Biology,47,21
4804,2005,Broadcast Journalism,30,49
4805,2005,Business Administration,490,462
4806,2005,Business Administration (MBA),171,67
4807,2005,Cell and Structural Biology,35,39
4808,2005,Chemical Engineering,255,138
4809,2005,Chemical Physics,8,2
4810,2005,Chemistry,449,311
4811,2005,Civil Engineering,641,154
4812,2005,Classical Philology,5,2
4813,2005,Classics,16,18
4814,2005,Communications,22,29
4815,2005,Community Health,102,345
4816,2005,Comparative Literature,15,49
4817,2005,Computer Engineering,520,42
4818,2005,Computer Science,943,119
4819,2005,Consumer and Textile Marketing,2,52
4820,2005,Crafts,7,15
4821,2005,Creative Writing,8,13
4822,2005,Crop Sciences,97,51
4823,2005,Curric Unassigned,220,142
4824,2005,Dance,8,58
4825,2005,E Asian Languages & Cultures,35,32
4826,2005,Early Childhood Education,2,58
4827,2005,Economics,664,213
4828,2005,Ed Organization and Leadership,47,80
4829,2005,Educ Voc Tech,32,63
4830,2005,Education,2,4
4831,2005,Education General,32,252
4832,2005,Educational Policy Studies,41,94
4833,2005,Educational Psychology,34,90
4834,2005,Electrical Engineering,1223,183
4835,2005,Elementary Education,36,372
4836,2005,Engineering Mechanics,63,15
4837,2005,Engineering Physics,87,14
4838,2005,English,333,724
4839,2005,Entomology,16,17
4840,2005,Environ Engr in Civil Engr,33,28
4841,2005,Environ Science in Civil Engr,9,5
4842,2005,Finance,739,316
4843,2005,Food Science & Human Nutrition,109,331
4844,2005,Forestry,1,0
4845,2005,French,29,73
4846,2005,General Curriculum,1767,2179
4847,2005,General Engineering,509,115
4848,2005,Geography,57,25
4849,2005,Geology,59,34
4850,2005,German,8,15
4851,2005,Germanic Lang & Lit,13,10
4852,2005,Graphic Design,21,54
4853,2005,History,417,275
4854,2005,History of Art,5,47
4855,2005,Horticulture,48,24
4856,2005,Human & Community Development,6,25
4857,2005,Human Development & Family St,13,202
4858,2005,Human Factors,3,3
4859,2005,Human Res & Industrial Rels,51,90
4860,2005,Humanities,5,2
4861,2005,Individual Plans of Study,2,3
4862,2005,Industrial Design,47,51
4863,2005,Industrial Engineering,54,27
4864,2005,Instrumental Music,52,70
4865,2005,Integrative Biology,113,138
4866,2005,Interdisciplinary,18,20
4867,2005,International Studies,92,225
4868,2005,"Intl, Resource, Consumer Econ ",105,69
4869,2005,Italian,2,8
4870,2005,Journalism,11,20
4871,2005,Kinesiology,261,397
4872,2005,Landscape Architecture,93,65
4873,2005,Latin American Studies,5,9
4874,2005,Law,397,270
4875,2005,Leisure Studies,258,161
4876,2005,Library & Information Science,68,179
4877,2005,Linguistics,42,61
4878,2005,Materials Science & Engr,288,95
4879,2005,Math & Computer Science,117,10
4880,2005,Mathematics,394,219
4881,2005,Mechanical Engineering,931,121
4882,2005,Media Studies,34,88
4883,2005,Microbiology,37,49
4884,2005,Molecular & Integrative Physi,21,16
4885,2005,Molecular and Cellular Biology,324,469
4886,2005,Molecular&Cell Bio-undeclared,10,8
4887,2005,Music,133,161
4888,2005,Music Composition,8,1
4889,2005,Music Education,101,126
4890,2005,Music History,0,1
4891,2005,Musicology,5,5
4892,2005,Natural Res & Env Sciences,48,46
4893,2005,Natural Resrcs & Environ Sci,122,74
4894,2005,Neuroscience,26,33
4895,2005,News-Editorial,48,77
4896,2005,Nondegree,178,123
4897,2005,Nondegree-CE,29,57
4898,2005,Nuclear Engineering,136,23
4899,2005,Nutritional Sciences,10,43
4900,2005,Open Studies,15,5
4901,2005,Painting,16,32
4902,2005,Philosophy,105,32
4903,2005,Photography,11,22
4904,2005,Physics,403,80
4905,2005,Plant Biology,10,10
4906,2005,Political Science,642,419
4907,2005,Portuguese,1,1
4908,2005,Professional Pilot,65,7
4909,2005,Psychology,381,995
4910,2005,"Recreation, Sport, and Tourism ",22,14
4911,2005,Regional Planning,16,12
4912,2005,Rehabilitation,1,5
4913,2005,Religious Studies,17,12
4914,2005,Rhetoric,72,62
4915,2005,Russian & E European Studies,8,4
4916,2005,Russian Lang & Literature,1,3
4917,2005,Sculpture,8,7
4918,2005,Secondary & Continuing Educ,48,64
4919,2005,Slavic Languages & Literature,2,2
4920,2005,Social Work,19,270
4921,2005,Sociology,156,316
4922,2005,Spanish,97,221
4923,2005,Special Education,15,142
4924,2005,Speech & Hearing Science,13,285
4925,2005,Speech Communication,207,297
4926,2005,Statistics,44,33
4927,2005,Statistics & Computer Science,9,1
4928,2005,Systems & Entrepreneurial Engr,24,3
4929,2005,Teaching of Biological Science,0,1
4930,2005,Teaching of Chemistry,3,9
4931,2005,Teaching of English Sec Lang,12,38
4932,2005,Teaching of French,2,6
4933,2005,Teaching of German,1,1
4934,2005,Teaching of Latin,1,0
4935,2005,Teaching of Mathematics,1,1
